district,year,month,no2_mean,ndvi,ndbi,pressure,precip,wind_speed,temp_c
New Delhi,2022,7,7.64744065116731e-05,0.3641771550834107,-0.07551247479096174,97566.89793681902,0.1975820101537135,1.7082997613214366,29.474331152485547
North Delhi,2022,7,7.686112254575151e-05,0.30315834510170303,-0.06147767073214556,97669.40565333016,0.20351127817463702,1.7545782547830158,29.469993993954063
North East Delhi,2022,7,9.49556252210944e-05,0.1874755394107644,-0.013245405346558652,97654.71114537254,0.19966663855442546,1.7801997426035003,29.450261930558725
North West Delhi,2022,7,9.039447391764638e-05,0.20188804852841594,-0.033961752234450984,97685.40868217291,0.20736160520182903,1.6945152069864016,29.532927354070807
Shahdara,2022,7,0.00010907568497479856,0.1512419057422938,0.012319041207819249,97659.62269839009,0.20048188198517142,1.7835494753127217,29.449687076408054
South Delhi,2022,7,5.414485356331363e-05,0.3961530027991656,-0.09928104194801413,97378.0558578542,0.1904706488924084,1.6793047688412708,29.435584543850666
South East Delhi,2022,7,7.04394087908523e-05,0.3050230429532271,-0.05863437328694387,97592.96684757824,0.1910737681647005,1.7260603814868496,29.51495923805527
South West Delhi,2022,7,6.377496888305574e-05,0.16117727231060705,-0.08732192708362628,97687.42517978486,0.22150410049980368,1.6216504650441717,29.649203835974845
West Delhi,2022,7,9.388589695044889e-05,0.1698958738808363,-0.03925580676615366,97693.9290001447,0.20508911865249663,1.7016065812048025,29.528469636918942
Central Delhi,2022,8,6.716207425451012e-05,0.25072851861739803,-0.06261407699368192,97725.60769050714,0.0968571255012794,0.5170701704013841,28.715560920818234
East Delhi,2022,8,8.421043827532705e-05,0.16920802662360496,-0.05639111850957835,97718.39523942981,0.0939000094395791,0.5295159961041469,28.72191852856713
New Delhi,2022,8,6.611593845482397e-05,0.42169625749227496,-0.11189695506145739,97641.31497856075,0.09370498249742956,0.4901927612563472,28.734156760218127
North Delhi,2022,8,4.765101979789535e-05,0.4237183176669431,-0.09829178361418728,97742.99177062456,0.09699703434735119,0.5028362611350808,28.74710203871041
North East Delhi,2022,8,5.715558585595761e-05,0.15728693548121608,0.0004202825745286165,97726.42906530968,0.09537430168414548,0.5274483666796035,28.71645200613682
North West Delhi,2022,8,5.413933305199911e-05,0.23013182087992112,-0.00670956435791588,97760.73543339531,0.09177516392043106,0.4822306588258884,28.808443044422688
Shahdara,2022,8,7.2565809808601e-05,0.056362704507281224,0.03451706615591098,97730.98230518994,0.09472442829276355,0.532719574420653,28.713401580678692
South Delhi,2022,8,5.6409984664200974e-05,0.5186291489796955,-0.1306123278660069,97452.52457758332,0.09338166240781039,0.4852758797821883,28.64976387273805
South East Delhi,2022,8,6.867899597453858e-05,0.314289760111906,-0.07208799658199404,97666.05592507921,0.09291313888148167,0.5174511547526996,28.74316119122244
South West Delhi,2022,8,5.259308135658125e-05,0.33219217003295426,-0.030865557024866284,97765.15942328256,0.08782589713246435,0.4606476853199705,28.897549876980747
West Delhi,2022,8,6.228993072852156e-05,0.21361289437640651,-0.006332973406962356,97769.12145606564,0.09250054984701943,0.4844416207188532,28.806553369253436
Central Delhi,2022,9,9.243410999942812e-05,0.19306486381158502,-0.08614846717985199,98017.24350779256,0.17426358917081308,0.674042383272417,28.182298361387325
East Delhi,2022,9,0.0001241118634493128,0.20670629654640163,-0.06981035910349631,98007.26792669421,0.17191253829835745,0.6855397917248327,28.11858890182674
New Delhi,2022,9,9.454849026343151e-05,0.3425587543991386,-0.11491902388707603,97931.98368655807,0.1593455834792614,0.688245861932749,28.30526087542239
North Delhi,2022,9,6.0274108343168685e-05,0.3307059438187157,-0.10507630183965527,98032.23862489394,0.1759082410280002,0.6502779572949395,28.163200056403696
North East Delhi,2022,9,8.251777025288782e-05,0.14139789656443524,-0.017886996110274982,98019.78276804376,0.1754634131211046,0.6744238800084839,28.094436025568086
North West Delhi,2022,9,7.087193448541892e-05,0.16719390492732852,-0.05230833496167855,98051.88366184747,0.1621494572156044,0.6562992594369016,28.327146356955325
Shahdara,2022,9,0.00010241496830720537,0.14843907258479908,-0.0027282140757978247,98022.80677914883,0.1760258904165321,0.6752246063752814,28.072168684748533
South Delhi,2022,9,8.714564230649928e-05,0.41299749282538234,-0.11982875017722774,97734.74213486788,0.14974469852047675,0.709670400814397,28.284438199400142
South East Delhi,2022,9,0.00011150464600486719,0.24799340318143806,-0.09288369478274516,97947.7107595486,0.1595082610401122,0.714858819395272,28.264832922920277
South West Delhi,2022,9,6.379600108601405e-05,0.23171730866381093,-0.06289907367665422,98048.91721991941,0.1478403889813114,0.6474963779031632,28.498800276414556
West Delhi,2022,9,8.308478756432866e-05,0.14103677338396028,-0.04520802310928967,98059.44208086487,0.16282597806208102,0.6607012881041332,28.333368115912094
Central Delhi,2022,10,0.00013267446813198483,0.3103316566444211,-0.08218753705577372,98650.72492198124,0.1541752718505407,0.5761567960823601,23.691354638464645
East Delhi,2022,10,0.00020148643281197887,0.27841404039730344,-0.0929173729891748,98640.167762792,0.1754536761379922,0.5878461482969208,23.63697511392212
New Delhi,2022,10,0.00014194159350065861,0.45809464767608876,-0.12219788660282947,98565.35413377946,0.15626735168725342,0.6240988617876192,23.729807467472654
North Delhi,2022,10,8.098858257584324e-05,0.37366432965475566,-0.05550229013117503,98666.25605994657,0.11930944791646536,0.5531383585168441,23.677538802810204
North East Delhi,2022,10,0.00011537814821951902,0.21152407837597387,-0.03001836503667632,98652.73281070571,0.16536767202873406,0.5677511169645585,23.627449410822123
North West Delhi,2022,10,8.139197418118293e-05,0.30432573585783884,-0.02075452372228595,98687.75004634779,0.11990207558541072,0.5807070773033987,23.77621209933494
Shahdara,2022,10,0.00014596335114405693,0.2138361583059118,-0.025139367560403896,98655.5731427746,0.16983012383012633,0.5652464681586394,23.613077673319253
South Delhi,2022,10,0.000129876427904853,0.5271327832676477,-0.14102353536964835,98364.75789689159,0.1803047474861277,0.6786989457736186,23.636243271394505
South East Delhi,2022,10,0.00019438020254797676,0.36012365374518096,-0.08649593593981059,98580.96397849459,0.18674945307333235,0.6564572473887132,23.70442448219029
South West Delhi,2022,10,7.66988113734778e-05,0.34569950774576025,-0.028995594822942474,98686.35400810395,0.11570186380824382,0.562277299912591,23.9206372752339
West Delhi,2022,10,9.743709055746072e-05,0.2807225342578746,-0.0327997613180766,98695.44288449554,0.12411063798861405,0.5859861222885677,23.78050747190258
Central Delhi,2022,11,0.0001569064512563941,0.2223943607784277,-0.06658543522481286,98964.81660675921,0.003405354743592913,1.3512813564635704,19.92986355664226
East Delhi,2022,11,0.00022294008715133086,0.21871422515023234,-0.07645038496933884,98953.20499543523,0.0032016939393997744,1.3701544347297627,19.878342885861457
New Delhi,2022,11,0.0001651071214168552,0.38260935041445615,-0.09804930191973317,98879.28996975656,0.00390787169907758,1.3012137486016448,20.047062173938116
North Delhi,2022,11,9.631724490848986e-05,0.2437574159122931,-0.02025032437205872,98981.45409109796,0.004163618719422972,1.314987904710118,19.921333525418788
North East Delhi,2022,11,0.00013822760497687146,0.1415858515172766,-0.034710340660349635,98966.16247692908,0.0033158541368522084,1.3661622778933107,19.864087981107843
North West Delhi,2022,11,9.836074594172717e-05,0.24624832549889145,-0.03121919728004538,99004.44590479825,0.004964233852057266,1.2642740824343746,20.049210183739262
Shahdara,2022,11,0.00016759577726088492,0.1347071906389127,-0.03077713105972268,98968.73287750276,0.003274015318695908,1.3733724708455903,19.843311585122365
South Delhi,2022,11,0.00015984965518052308,0.4707751327093231,-0.12216973372637904,98675.2379935195,0.0034988896863806383,1.3108667334322268,20.013028296790935
South East Delhi,2022,11,0.00023527170169584016,0.2924599565302808,-0.07179908528614859,98893.69087580603,0.0029876269975764964,1.3578814591425783,19.991248145936027
South West Delhi,2022,11,9.40155059686076e-05,0.3021460215881095,-0.045345266660911585,99004.76740936884,0.006794284143769242,1.1437566686952538,20.219054741251853
West Delhi,2022,11,0.0001225315154048309,0.20812414406319224,-0.02791445664493411,99012.17766947557,0.004736935160881673,1.274571397534648,20.05185788038358
Central Delhi,2022,12,0.00019620803285954174,0.27859353538290105,-0.04883106768138838,99057.9109670749,9.358685311019906e-05,2.172125924684465,14.937295688755967
East Delhi,2022,12,0.00027176868156505643,0.2671940436482809,-0.061445395651254675,99044.63340455687,8.342171484730052e-05,2.180612119921089,14.961398581341143
New Delhi,2022,12,0.00021034227339368673,0.3973296986730446,-0.07343193143544345,98972.39431098166,0.000110584995670561,2.136811883859556,15.043333010214269
North Delhi,2022,12,0.0001259468269589656,0.3470065116231347,-0.051153611300701715,99076.86570214071,0.00010246501558105522,2.139664618783944,14.856782602291673
North East Delhi,2022,12,0.0001735777363158749,0.2256922551965695,-0.024592446228400424,99058.23244007278,8.50816662903932e-05,2.1811100206781875,14.922385449264596
North West Delhi,2022,12,0.00012494445273145198,0.34464437748665494,-0.07890776602462629,99101.75267133478,0.000102615322518808,2.0961837347560204,14.946595823565929
Shahdara,2022,12,0.00021736956335958308,0.1775102485224781,-0.0039009763343588323,99060.39968761973,8.008056428688152e-05,2.184372000394503,14.918307334724375
South Delhi,2022,12,0.00020586008787768127,0.49719282634220774,-0.10444187084595313,98763.7964406463,0.0001173049000695316,2.151291117175057,15.11872485798142
South East Delhi,2022,12,0.00029106975148680706,0.3185342740807404,-0.05270732264418723,98984.52094329038,9.452491138485389e-05,2.170434307234565,15.093321525702663
South West Delhi,2022,12,0.00011912794864225018,0.4462072488496595,-0.13289425238001334,99104.67405142475,8.082957500360653e-05,2.0004289937275694,15.075886170231058
West Delhi,2022,12,0.00015361784854909445,0.24625757687667443,-0.02725655508879339,99109.31264781606,0.00010383863718345306,2.106025140336461,14.955292077431181
Central Delhi,2023,1,0.00024146655774021875,0.25655618561807086,-0.03330119694886941,99265.96041667071,0.02727428619252173,1.2047599179717579,12.58282840286995
East Delhi,2023,1,0.0003325877219217814,0.2333119068136334,-0.002608847310900226,99253.0851499134,0.026254415003301987,1.1945843920313524,12.636325337880635
New Delhi,2023,1,0.0002536544681779748,0.3123719351686906,-0.009307819265724398,99177.36564794509,0.0262335862214079,1.1893757052756646,12.598506030586918
North Delhi,2023,1,0.00017214191596633078,0.38641054613714115,-0.10686953157144234,99284.67631325292,0.028089842008085744,1.2041853089126808,12.473138962893643
North East Delhi,2023,1,0.0002227105621345014,0.20720599183483274,0.008009900697003323,99266.95495023088,0.026850128602915357,1.2009956911407387,12.607672920270886
North West Delhi,2023,1,0.00017181754299495423,0.33413942535088287,-0.10727124622821899,99308.24597733736,0.02675725120014591,1.175069828423208,12.498135709638802
Shahdara,2023,1,0.00028886064728821266,0.14014795392928328,0.026369775460588225,99269.4514167762,0.02663117405550176,1.1990480789765319,12.61697858634659
South Delhi,2023,1,0.000235821028566405,0.3735712229066319,-0.012538402039810418,98965.54542367435,0.02518673358112321,1.195696533494487,12.63561115337967
South East Delhi,2023,1,0.0003148435721470723,0.2513029928789931,0.006958518736777667,99190.81692993351,0.025176777791125354,1.1911507030497943,12.685204724782068
South West Delhi,2023,1,0.00015403241684606913,0.4154607940407631,-0.19064439892117918,99308.72677673683,0.02332836030313189,1.1000430331406612,12.548413940190244
West Delhi,2023,1,0.00020228776453913756,0.212287246286836,-0.026008624409967696,99316.00947261095,0.026876433760072264,1.180822525547849,12.511496123469328
Central Delhi,2023,2,0.00018438594071796676,0.3251928004127535,-0.07441959431612533,98922.14157568298,0.0006200091600900475,1.6337871525157037,18.634816611707095
East Delhi,2023,2,0.00024362356109925841,0.28392013517685644,-0.06308032090732368,98909.69586436205,0.000832242196960748,1.6535700463501957,18.680284201805307
New Delhi,2023,2,0.00015259883891843094,0.35877782623602145,-0.03284012295252353,98837.24944517993,0.001042370608862856,1.5817344277748675,18.75527475940669
North Delhi,2023,2,0.0001300350724312935,0.45168876448650225,-0.14903886386086007,98940.03608963315,0.00030601895240311744,1.5783939628781014,18.488697893748963
North East Delhi,2023,2,0.00017160075253868067,0.24301660088024063,-0.03774045834903067,98922.7575530089,0.0006201510523137341,1.6550884245593411,18.637917922615657
North West Delhi,2023,2,0.00011557601459200201,0.41325136249296474,-0.13262826993579738,98963.95841631708,0.0005817560023871482,1.5223861304244033,18.606534061995717
Shahdara,2023,2,0.00020877708680604873,0.1873688844843739,-0.00654588805601463,98925.07605116285,0.0006316128224231587,1.6626616393885714,18.63922643882205
South Delhi,2023,2,0.00013246263345754702,0.40045159041214096,-0.0307969021325857,98632.07293401171,0.0014421890987315917,1.5887988828903634,18.841751809007917
South East Delhi,2023,2,0.00021334377191053333,0.28758662649002875,-0.03400537560077691,98850.80671536192,0.0013724583631381545,1.6212887906678133,18.792104931915674
South West Delhi,2023,2,8.207415768333141e-05,0.52273834080526,-0.2088787178322924,98964.9974375325,0.0009914608845873842,1.4356793637343352,18.827487799868436
West Delhi,2023,2,0.0001237453076128076,0.2651946730815675,-0.029927243886727104,98971.59130154309,0.0006122471750631198,1.5344491077219455,18.619767976238677
Central Delhi,2023,3,0.00013040547113896524,0.31315100833256043,-0.04818359857427616,98783.85983586282,0.06752745532575102,0.8669576291038168,22.08206280579566
East Delhi,2023,3,0.00017019509064738388,0.29125136538453017,-0.03556678860500397,98772.42843574748,0.06922218035141035,0.9039926131901851,22.112481675591823
New Delhi,2023,3,0.00013059282787168168,0.37885486680066754,-0.019649443344190713,98697.37862478732,0.06896436624379045,0.8370355336890188,22.217393036168005
North Delhi,2023,3,7.97638188514879e-05,0.3996333857760217,-0.09293173422302853,98800.72802667733,0.06583129707511484,0.8097927780224771,21.97568146373021
North East Delhi,2023,3,0.00011761080643223985,0.23072277412359626,-0.007623710820792123,98785.47548235807,0.06887394575572621,0.8903769838512284,22.06999492260968
North West Delhi,2023,3,8.915948258971678e-05,0.35909629330167714,-0.06076750005523627,98822.26483093195,0.06793886661277856,0.7755634132119593,22.105841382132382
Shahdara,2023,3,0.000142528498062812,0.18260981641032886,0.012366528420944881,98788.19590063578,0.0692358958507867,0.9015426819142248,22.06517152070353
South Delhi,2023,3,0.00011628984613713842,0.41721400300776884,-0.022877105872980533,98493.9187799571,0.06965041670439664,0.8660476409793899,22.28287077618387
South East Delhi,2023,3,0.00016787526918940335,0.30259554350488715,-0.018982852578428317,98712.21574770786,0.06834293900145484,0.9100410268631806,22.248290749592343
South West Delhi,2023,3,6.965362877309302e-05,0.43101298806544663,-0.08510407784859757,98820.07796795203,0.07254708775405344,0.7052344146898931,22.34948509630101
West Delhi,2023,3,0.000105893009663729,0.27475856880817673,-0.002817671970937581,98829.93374650506,0.06772795757587517,0.786412255346962,22.11884752165264
Central Delhi,2023,4,0.0001219473883737323,0.30362317861352883,-0.04874130487144099,98411.72030867524,0.018587781424109974,1.1647577991156992,26.61022042525792
East Delhi,2023,4,0.00014949844807807112,0.2966778309016079,-0.062052985610129376,98400.43566840277,0.020102678905345023,1.1752767030671425,26.653550461809346
New Delhi,2023,4,0.00012066586648046784,0.39439657384200455,-0.06639060222778069,98326.85766012855,0.018752462366253508,1.1325011225973092,26.764163675511213
North Delhi,2023,4,7.524441325770247e-05,0.29417045776616535,0.004583116751575684,98428.22747313457,0.016672179614503364,1.135137683455126,26.53246488962094
North East Delhi,2023,4,0.00011141343489545774,0.23162057503418054,-0.015856838208836998,98413.26378059264,0.01946509269656315,1.1742173469362547,26.60664059537129
North West Delhi,2023,4,8.389983135371539e-05,0.2542245133989513,0.015792415369486883,98449.44781938457,0.017169069984935264,1.1026265405669968,26.68967484514377
Shahdara,2023,4,0.00013737709698616814,0.1965231165208332,-0.00701663953143364,98415.9150972709,0.019812317114216216,1.1784124241999405,26.60296268007596
South Delhi,2023,4,9.739905578148756e-05,0.4194234089475914,-0.051795425581554165,98127.08568436702,0.019864910907515628,1.1294406101448757,26.81563018448054
South East Delhi,2023,4,0.00013105421562545312,0.3042866914403799,-0.04416586190521749,98341.34700272817,0.020439208282257024,1.162285230920376,26.79820122612847
South West Delhi,2023,4,8.542814182149709e-05,0.28574938058283944,0.02348229071129119,98447.67037330632,0.016914111664662196,1.030500350651073,26.925893714032213
West Delhi,2023,4,0.00010560952830958854,0.26456446810605877,-0.018463554255169472,98456.98924956478,0.01732085937539104,1.1103717887898705,26.697126455155626
Central Delhi,2023,5,9.994160947878826e-05,0.3088230411429302,-0.0460916754576333,98127.93890871949,0.07085950743070947,0.7592237483796732,29.177743806950218
East Delhi,2023,5,0.00012246844025784226,0.30797575564679047,-0.053085501742890104,98117.9795001173,0.07327049618586254,0.7754826977224295,29.17977940648143
New Delhi,2023,5,0.00010430596733921567,0.37516734947164093,-0.04464866772825306,98043.75338244521,0.0722352988202462,0.8029962571943804,29.36362476082701
North Delhi,2023,5,7.3346170476696e-05,0.29326866267904195,8.93331595917804e-05,98142.62769416976,0.06718654162547302,0.7241140659455739,29.22514824002917
North East Delhi,2023,5,9.381907302477975e-05,0.22740187457657737,-0.0018854511064558236,98130.2630003927,0.07241846894575332,0.757586001673732,29.152977222753634
North West Delhi,2023,5,7.655795177499444e-05,0.24333280572563243,0.02475882970652071,98163.29849807802,0.06847065389733759,0.7510503571438079,29.37817375075616
Shahdara,2023,5,0.00011206735494865397,0.19142370958467186,0.014824287402992022,98133.18853490501,0.07289946291949813,0.7568259638951327,29.13063069170005
South Delhi,2023,5,9.091024701439014e-05,0.42049729908521694,-0.05632386328214899,97847.34200475209,0.07307036211542224,0.8538317003286356,29.395446596250565
South East Delhi,2023,5,0.00011779851593146316,0.32674195918806,-0.051958902222942645,98059.56755877376,0.07326192688590802,0.8283687615543228,29.35125321711996
South West Delhi,2023,5,6.871726252339945e-05,0.2587863489528186,0.04159739756076723,98161.80246784021,0.07417125454728393,0.766891683738432,29.566181467110823
West Delhi,2023,5,8.770057104676714e-05,0.26073023443900545,-0.0075807059344987675,98170.87940602256,0.06858414232351595,0.756170204324742,29.37636336467648
Central Delhi,2023,6,7.431196403004069e-05,0.32495231969515975,-0.05385647472114904,97664.96870751186,0.09189332052245086,1.0062987458158683,31.295072505686278
East Delhi,2023,6,9.920335487380666e-05,0.32258918351609467,-0.06093295355062462,97654.76623518318,0.09879429607591957,1.0365906841960943,31.291593259614103
New Delhi,2023,6,8.156491038151562e-05,0.3990105057806902,-0.06225520519044294,97583.81833767361,0.08239099816650096,1.0398080643778214,31.399996722426522
North Delhi,2023,6,5.250756104315111e-05,0.3023182092227774,-0.00813691917431703,97679.55305577695,0.08070545922274884,0.9540628333963428,31.360439993286604
North East Delhi,2023,6,6.924188604742849e-05,0.23961178014631243,-0.015228901263271269,97666.69188810511,0.09754550544039334,1.0151523184272722,31.27944797651668
North West Delhi,2023,6,5.712017117115179e-05,0.25827562673181814,0.015170190201441261,97701.1984113087,0.07275582184601652,0.9771072145723637,31.486849618962992
Shahdara,2023,6,8.111041726618683e-05,0.19859683123405342,0.008580620781019647,97669.31099733092,0.09993384387446327,1.0188503248539211,31.267952145965637
South Delhi,2023,6,7.490841659634582e-05,0.4563547522969784,-0.08489746216548574,97391.01590631984,0.08449594323698681,1.1023643056853418,31.351773755303725
South East Delhi,2023,6,0.00010131494714373058,0.33364357965510494,-0.05475915409333139,97598.6680499752,0.09386134335229315,1.0871362748318079,31.36602762373667
South West Delhi,2023,6,5.5095278493842184e-05,0.30336000668597085,0.008177445935800293,97701.96373634246,0.069955544783518,0.9999569171815343,31.57593366171602
West Delhi,2023,6,6.48414985761176e-05,0.2682907327145516,-0.008764286801172543,97708.63608063558,0.07415632459970473,0.9829562812993984,31.480127330139112
New Delhi,2023,7,6.708746881535454e-05,0.410158760352132,-0.08745680810843479,97560.04778105162,0.2819603246066712,1.2916396462285824,29.086356385265276
North Delhi,2023,7,6.044471325060563e-05,0.2418912067668179,-0.10788664672432935,97657.2279521886,0.26506662475962806,1.3484891725976187,29.135432408191434
North West Delhi,2023,7,6.437292561008376e-05,0.28835310057723246,-0.0636029339554541,97675.7908914274,0.2702822593029717,1.2789520628857756,29.227329537459184
South Delhi,2023,7,5.57509807569117e-05,0.5389583930268681,-0.13838192042994635,97366.22275669435,0.2938064229556541,1.2556308903030893,28.987313447819474
South West Delhi,2023,7,5.711797659947179e-05,0.36909819697011265,-0.09224388517855095,97671.45937320794,0.2775218817742669,1.1792092096930236,29.372114507438198
West Delhi,2023,7,6.817969173653649e-05,0.24000461484525148,-0.023765282080252286,97683.71890660435,0.27109526221248004,1.2872582053874817,29.211173389510975
Central Delhi,2023,8,6.536903228440058e-05,0.3135566096446913,-0.0832386115252038,97688.75135140833,0.05446310658183791,1.791301058749433,29.763378826743804
East Delhi,2023,8,8.104171753206561e-05,0.3207399036224788,-0.0987156795367604,97680.72738444916,0.06216753159979037,1.7481159797181494,29.64905226300459
New Delhi,2023,8,6.530370662254713e-05,0.4966621687932825,-0.1351482633383929,97609.48926920685,0.04892199550581789,1.9092499798500817,29.833079894918342
North Delhi,2023,8,4.36816274439732e-05,0.4447550825621069,-0.12049025087284412,97699.99915389248,0.04493735591525463,1.8355245623065377,29.93710991133679
North East Delhi,2023,8,6.179013203180171e-05,0.21108395329417892,-0.020559066400300273,97691.2214987293,0.05980262781158615,1.7467795333189826,29.687673335598618
North West Delhi,2023,8,4.6291698013328074e-05,0.3188344688661476,-0.048933836459182596,97723.16808824043,0.04143303675874297,1.9259323844848069,30.051496191452657
Shahdara,2023,8,7.544400932857867e-05,0.24053804479157265,-0.017592537107511914,97694.17750512667,0.062111180162312374,1.726747105018048,29.65369473701628
South Delhi,2023,8,6.021646077234415e-05,0.57028973572843,-0.16208515629273001,97420.16479020864,0.05276266874785823,1.9441863799230097,29.644157241964592
South East Delhi,2023,8,7.663766704543529e-05,0.39878352423951,-0.10069166641134378,97627.69765084964,0.06068970026011574,1.8271675775288259,29.652378823533752
South West Delhi,2023,8,4.771513171511258e-05,0.39329235895207076,-0.06944051343072578,97725.91337253654,0.036585996260605755,2.053761353871698,30.20282549770468
West Delhi,2023,8,5.556261044640765e-05,0.29590420153561187,-0.03713316479598816,97730.94196773876,0.042419533597009174,1.9180400039818941,30.03180066820636
Central Delhi,2023,9,9.521223293876723e-05,0.2758103516143094,-0.05328788839630191,97989.76746556464,0.08356666954362972,0.5176307699229485,28.800610723126056
East Delhi,2023,9,0.00011021363733089852,0.2570251554323053,-0.061345607390479555,97980.52857029006,0.09046579371060436,0.5089385943095469,28.619560074495666
New Delhi,2023,9,9.605543206886574e-05,0.4958187401050761,-0.1208259540084499,97905.65618533446,0.08723198287114722,0.5522276629050956,28.841404792659432
North Delhi,2023,9,6.309611752999285e-05,0.43964654960620825,-0.08982246595787753,98003.72395039804,0.08173575330683498,0.5244847493127809,28.9254254754548
North East Delhi,2023,9,8.348245916539686e-05,0.15616545259420986,0.009310724816569646,97992.45376018701,0.08626346480041684,0.5037302797936136,28.671410164941108
North West Delhi,2023,9,6.764879942399497e-05,0.3326221373208391,-0.033563510696202815,98023.99602060133,0.08777257224302511,0.548150835350791,29.011981417484265
Shahdara,2023,9,9.853665145237611e-05,0.14669333895575767,0.008700709484731898,97995.54925439504,0.08785229644807006,0.49842415472093327,28.629090135045544
South Delhi,2023,9,8.541494503496523e-05,0.5634372861024913,-0.13712452687345433,97710.26899174598,0.09438722826790522,0.5651006122724046,28.639216425519294
South East Delhi,2023,9,0.00011165120965134407,0.3170945840990614,-0.08845533814107147,97922.49980763267,0.09725513224243025,0.5447296240366422,28.61513214595732
South West Delhi,2023,9,6.44425072813346e-05,0.3656305663888493,-0.0598643219917657,98021.66107085212,0.08388569126766306,0.56713169447774,29.167826707710958
West Delhi,2023,9,7.978935207706698e-05,0.303285367551355,-0.0303424052974697,98031.63353535804,0.08732588288408438,0.5478870219735097,29.00471894251939
Central Delhi,2023,10,0.00012705657568022402,0.3232864789037022,-0.07389051592824065,98680.54316240895,0.005939748747733112,1.3031653583645426,25.58088430872135
East Delhi,2023,10,0.00016579394263624008,0.33082600848652943,-0.0870321865929645,98669.95263280817,0.0060806259813443245,1.2808804789181925,25.364490152598762
New Delhi,2023,10,0.0001306119015814929,0.4443777056657606,-0.10790257514748827,98596.80137905103,0.00904400003792778,1.329687212546015,25.663352224314735
North Delhi,2023,10,8.442189538287515e-05,0.3530065743631982,-0.04113750914676009,98696.41073345688,0.007265759217195908,1.3212007279292821,25.631928967115243
North East Delhi,2023,10,0.00010958173230619028,0.24239882746931943,-0.021202368735137523,98682.27324425704,0.0055109587943534405,1.2850541984730148,25.41933759854004
North West Delhi,2023,10,9.693220528536786e-05,0.29179317735856175,-0.01153488806128553,98718.94673678944,0.010300296857691111,1.3352931787275792,25.710550386445163
Shahdara,2023,10,0.00013638878991956754,0.23464432189679135,-0.028846724013286106,98685.00318577632,0.005342648700856646,1.2764577781806739,25.363275621452715
South Delhi,2023,10,0.00011382885233429239,0.5303118992444428,-0.14168361043068375,98397.55443728225,0.010288969585859661,1.3287218318606142,25.510347263315907
South East Delhi,2023,10,0.00015592540247243275,0.37080471518688685,-0.09527044404288604,98611.97162613407,0.008233373227482892,1.2964719465431187,25.40634207659599
South West Delhi,2023,10,8.50260606995102e-05,0.34546607189002565,-0.024738467965932466,98719.32403234382,0.011739692910334165,1.3123022005116993,25.85049217296927
West Delhi,2023,10,0.00011097468132890378,0.2812840756811518,-0.02959615218487979,98726.47495265638,0.009939926026179498,1.3359811326209012,25.723268532648717
Central Delhi,2023,11,0.00017367267385194211,0.22490901219401738,-0.09858042665116992,99090.84380292313,0.008981652951606451,0.763210755559525,20.972462538649836
East Delhi,2023,11,0.00019342815740777168,0.23250201405421755,-0.12075393194689225,99079.69642637992,0.007851727186766229,0.7684432720721392,20.862864089176583
New Delhi,2023,11,0.00015936700017743033,0.3184633124892461,-0.10077299766842134,99003.83972476174,0.008420216183545543,0.7512758753186785,21.02022664757766
North Delhi,2023,11,0.00011853320592626334,0.22718458227355393,-0.026671544280565625,99107.47451673866,0.01044207963951303,0.7619499852014724,20.96486571789484
North East Delhi,2023,11,0.00016617099053770456,0.15441016925633833,-0.061179959069531366,99092.74902607115,0.008542354627072575,0.7662442305334046,20.88215236499218
North West Delhi,2023,11,0.0001226652895391551,0.21082972206684858,-0.039549470817748414,99129.38539010118,0.009967746221460207,0.7511539003072077,21.017270019502007
Shahdara,2023,11,0.0001931833989773131,0.12413574593215684,-0.06055027801114055,99095.58498091494,0.00831644290583558,0.7679944013902115,20.85107826419096
South Delhi,2023,11,0.00011886053113756683,0.40154603731240873,-0.11268610541111036,98799.18421054338,0.006980929292299344,0.7463577853838991,20.937379493421076
South East Delhi,2023,11,0.00016331225301148834,0.2565738154971738,-0.10046949224806973,99018.96581814236,0.006624233437449537,0.7671860784282079,20.915406339736194
South West Delhi,2023,11,0.00010933526385990725,0.2840101578413373,-0.0649764678298068,99128.0230176126,0.009010502139893517,0.6819719970767659,21.11061688899605
West Delhi,2023,11,0.00014330478885877233,0.18405239293572795,-0.05805476247118653,99137.06658521332,0.009846869289727939,0.753779974521267,21.030357868609258
Central Delhi,2023,12,0.00023809551377943977,0.3029497512853077,-0.0706430354282186,99244.49774971807,0.0010084630428953602,1.4994815762035891,15.652223300097035
East Delhi,2023,12,0.0003156573424347768,0.28168759599065746,-0.07463640735405841,99232.22903138906,0.0012482854484035552,1.4966723205813257,15.649830148659476
New Delhi,2023,12,0.0002480802388370917,0.3926873739861684,-0.07299268723551097,99157.13317586793,0.0012986714837934306,1.4667650334381088,15.748642171730182
North Delhi,2023,12,0.00013150559140792293,0.36346882846169154,-0.05656400122866567,99262.52054947885,0.0007140021272948774,1.486138708849461,15.563277891996961
North East Delhi,2023,12,0.0002081355185756934,0.20276069336730915,-0.023997019185983345,99245.71287247821,0.001028870483302058,1.5013015455525927,15.621317638003404
North West Delhi,2023,12,0.00014518429580622562,0.33810072431789273,-0.07103146097385524,99285.96940031748,0.0008827998377704939,1.4464546615058602,15.641174141442207
